"seed","map_idx","merit_mean","merit_median","merit_sd","nutrients_consumed_mean","nutrients_consumed_median","nutrients_consumed_sd","moves_off_path_mean","moves_off_path_median","moves_off_path_sd","base_score_mean","base_score_median","base_score_sd","seed_order","category"
125,2,5.04303e+23,5.04303e+23,NA,535,535,NA,2,2,NA,533,533,NA,197,"Pattern cycling"
125,3,6.35504e+16,6.35504e+16,NA,689,689,NA,2,2,NA,687,687,NA,197,"Pattern cycling"
126,0,5.22857e+18,5.22857e+18,NA,401,401,NA,26,26,NA,375,375,NA,25,"Set pattern"
126,1,1.06818e+11,1.06818e+11,NA,345,345,NA,97,97,NA,248,248,NA,25,"Set pattern"
126,2,6.747e+11,6.747e+11,NA,352,352,NA,86,86,NA,266,266,NA,25,"Set pattern"
126,3,15822400000,15822400000,NA,421,421,NA,4,4,NA,417,417,NA,25,"Set pattern"
127,0,1.04608e+18,1.04608e+18,NA,459,459,NA,98,98,NA,361,361,NA,139,"Pattern cycling"
127,1,3.67946e+17,3.67946e+17,NA,478,478,NA,83,83,NA,395,395,NA,139,"Pattern cycling"
127,2,2.20512e+17,2.20512e+17,NA,430,430,NA,40,40,NA,390,390,NA,139,"Pattern cycling"
127,3,1.52487e+13,1.52487e+13,NA,622,622,NA,83,83,NA,539,539,NA,139,"Pattern cycling"
128,0,1.13319e+27,1.13319e+27,NA,622,622,NA,80,80,NA,542,542,NA,198,"Pattern cycling"
128,1,3.19391e+26,3.19391e+26,NA,696,696,NA,100,100,NA,596,596,NA,198,"Pattern cycling"
128,2,1.55966e+26,1.55966e+26,NA,675,675,NA,86,86,NA,589,589,NA,198,"Pattern cycling"
128,3,1.33255e+27,1.33255e+27,NA,1191,1191,NA,82,82,NA,1109,1109,NA,198,"Pattern cycling"
129,0,5.91114e+16,5.91114e+16,NA,372,372,NA,36,36,NA,336,336,NA,52,"Pattern cycling"
129,1,2.98204e+13,2.98204e+13,NA,356,356,NA,53,53,NA,303,303,NA,52,"Pattern cycling"
129,2,4.72114e+12,4.72114e+12,NA,347,347,NA,62,62,NA,285,285,NA,52,"Pattern cycling"
129,3,8049490000,8049490000,NA,405,405,NA,0,0,NA,405,405,NA,52,"Pattern cycling"
130,0,4.71548e+15,4.71548e+15,NA,408,408,NA,94,94,NA,314,314,NA,149,"Pattern cycling"
130,1,4.30762e+20,4.30762e+20,NA,532,532,NA,68,68,NA,464,464,NA,149,"Pattern cycling"
130,2,1.02444e+18,1.02444e+18,NA,507,507,NA,102,102,NA,405,405,NA,149,"Pattern cycling"
130,3,8.85246e+15,8.85246e+15,NA,679,679,NA,27,27,NA,652,652,NA,149,"Pattern cycling"
131,0,2.36609e+15,2.36609e+15,NA,309,309,NA,1,1,NA,308,308,NA,125,"Pattern cycling"
131,1,1.32509e+19,1.32509e+19,NA,431,431,NA,1,1,NA,430,430,NA,125,"Pattern cycling"
131,2,4.28457e+16,4.28457e+16,NA,375,375,NA,1,1,NA,374,374,NA,125,"Pattern cycling"
131,3,1.2173e+13,1.2173e+13,NA,537,537,NA,2,2,NA,535,535,NA,125,"Pattern cycling"
132,0,2.93169e+19,2.93169e+19,NA,457,457,NA,67,67,NA,390,390,NA,165,"Pattern cycling"
132,1,3.88837e+20,3.88837e+20,NA,632,632,NA,169,169,NA,463,463,NA,165,"Pattern cycling"
132,2,7.16843e+18,7.16843e+18,NA,515,515,NA,91,91,NA,424,424,NA,165,"Pattern cycling"
132,3,1.56479e+17,1.56479e+17,NA,710,710,NA,7,7,NA,703,703,NA,165,"Pattern cycling"
133,0,8.44261e+13,8.44261e+13,NA,280,280,NA,1,1,NA,279,279,NA,59,"Pattern cycling"
133,1,6.76512e+13,6.76512e+13,NA,313,313,NA,2,2,NA,311,311,NA,59,"Pattern cycling"
133,2,4.72114e+12,4.72114e+12,NA,286,286,NA,1,1,NA,285,285,NA,59,"Pattern cycling"
133,3,43604300000,43604300000,NA,437,437,NA,2,2,NA,435,435,NA,59,"Pattern cycling"
134,0,3.00079e+13,3.00079e+13,NA,308,308,NA,38,38,NA,270,270,NA,36,"Reactive meandering"
134,1,8.72708e+12,8.72708e+12,NA,332,332,NA,41,41,NA,291,291,NA,36,"Reactive meandering"
134,2,6.09032e+11,6.09032e+11,NA,313,313,NA,48,48,NA,265,265,NA,36,"Reactive meandering"
134,3,34141000,34141000,NA,376,376,NA,68,68,NA,308,308,NA,36,"Reactive meandering"
135,0,6.65692e+15,6.65692e+15,NA,477,477,NA,160,160,NA,317,317,NA,109,"Pattern cycling"
135,1,1.25727e+18,1.25727e+18,NA,529,529,NA,122,122,NA,407,407,NA,109,"Pattern cycling"
135,2,1.18972e+15,1.18972e+15,NA,484,484,NA,145,145,NA,339,339,NA,109,"Pattern cycling"
135,3,1.45071e+14,1.45071e+14,NA,579,579,NA,0,0,NA,579,579,NA,109,"Pattern cycling"
136,0,1.16441e+20,1.16441e+20,NA,419,419,NA,17,17,NA,402,402,NA,182,"Pattern cycling"
136,1,3.33027e+19,3.33027e+19,NA,458,458,NA,19,19,NA,439,439,NA,182,"Pattern cycling"
136,2,2.21699e+21,2.21699e+21,NA,524,524,NA,44,44,NA,480,480,NA,182,"Pattern cycling"
136,3,3.73734e+21,3.73734e+21,NA,889,889,NA,7,7,NA,882,882,NA,182,"Pattern cycling"
137,0,5.70815e+25,5.70815e+25,NA,586,586,NA,70,70,NA,516,516,NA,150,"Pattern cycling"
137,1,1.02444e+18,1.02444e+18,NA,578,578,NA,173,173,NA,405,405,NA,150,"Pattern cycling"
137,2,4.5157e+17,4.5157e+17,NA,543,543,NA,146,146,NA,397,397,NA,150,"Pattern cycling"
137,3,1.82903e+15,1.82903e+15,NA,624,624,NA,0,0,NA,624,624,NA,150,"Pattern cycling"
138,0,1.16894e+19,1.16894e+19,NA,422,422,NA,40,40,NA,382,382,NA,154,"Pattern cycling"
138,1,1.318e+15,1.318e+15,NA,392,392,NA,52,52,NA,340,340,NA,154,"Pattern cycling"
138,2,2.57467e+18,2.57467e+18,NA,446,446,NA,32,32,NA,414,414,NA,154,"Pattern cycling"
138,3,1.02807e+13,1.02807e+13,NA,577,577,NA,45,45,NA,532,532,NA,154,"Pattern cycling"
139,0,3.64662e+22,3.64662e+22,NA,461,461,NA,9,9,NA,452,452,NA,152,"Set pattern"
139,1,2.09788e+18,2.09788e+18,NA,441,441,NA,29,29,NA,412,412,NA,152,"Set pattern"
139,2,3.32135e+17,3.32135e+17,NA,434,434,NA,40,40,NA,394,394,NA,152,"Set pattern"
139,3,1.13586e+11,1.13586e+11,NA,461,461,NA,9,9,NA,452,452,NA,152,"Set pattern"
140,0,2.92033e+20,2.92033e+20,NA,419,419,NA,9,9,NA,410,410,NA,184,"Pattern cycling"
140,1,4.3192e+22,4.3192e+22,NA,536,536,NA,27,27,NA,509,509,NA,184,"Pattern cycling"
140,2,6.17258e+21,6.17258e+21,NA,508,508,NA,18,18,NA,490,490,NA,184,"Pattern cycling"
140,3,2.4989e+11,2.4989e+11,NA,466,466,NA,0,0,NA,466,466,NA,184,"Pattern cycling"
141,0,3.34025e+15,3.34025e+15,NA,325,325,NA,14,14,NA,311,311,NA,104,"Pattern cycling"
141,1,2.69903e+15,2.69903e+15,NA,380,380,NA,33,33,NA,347,347,NA,104,"Pattern cycling"
141,2,1.98517e+15,1.98517e+15,NA,357,357,NA,13,13,NA,344,344,NA,104,"Pattern cycling"
141,3,1.57494e+18,1.57494e+18,NA,769,769,NA,25,25,NA,744,744,NA,104,"Pattern cycling"
142,0,2.08477e+18,2.08477e+18,NA,369,369,NA,2,2,NA,367,367,NA,158,"Pattern cycling"
142,1,4.08715e+19,4.08715e+19,NA,443,443,NA,2,2,NA,441,441,NA,158,"Pattern cycling"
142,2,2.57467e+18,2.57467e+18,NA,428,428,NA,14,14,NA,414,414,NA,158,"Pattern cycling"
142,3,8.62659e+11,8.62659e+11,NA,498,498,NA,10,10,NA,488,488,NA,158,"Pattern cycling"
143,0,1.61849e+24,1.61849e+24,NA,486,486,NA,1,1,NA,485,485,NA,194,"Pattern cycling"
143,1,9.29711e+21,9.29711e+21,NA,495,495,NA,1,1,NA,494,494,NA,194,"Pattern cycling"
143,2,1.27425e+28,1.27425e+28,NA,638,638,NA,6,6,NA,632,632,NA,194,"Pattern cycling"
143,3,1.41629e+19,1.41629e+19,NA,784,784,NA,1,1,NA,783,783,NA,194,"Pattern cycling"
144,0,2.06062e+21,2.06062e+21,NA,485,485,NA,58,58,NA,427,427,NA,75,"Set pattern"
144,1,3.48178e+14,3.48178e+14,NA,440,440,NA,113,113,NA,327,327,NA,75,"Set pattern"
144,2,3.30357e+13,3.30357e+13,NA,430,430,NA,126,126,NA,304,304,NA,75,"Set pattern"
144,3,1.28782e+13,1.28782e+13,NA,536,536,NA,0,0,NA,536,536,NA,75,"Set pattern"
145,0,9.39767e+15,9.39767e+15,NA,320,320,NA,0,0,NA,320,320,NA,112,"Pattern cycling"
145,1,1.70938e+18,1.70938e+18,NA,410,410,NA,0,0,NA,410,410,NA,112,"Pattern cycling"
145,2,3.48178e+14,3.48178e+14,NA,332,332,NA,5,5,NA,327,327,NA,112,"Pattern cycling"
145,3,3.73048e+12,3.73048e+12,NA,514,514,NA,0,0,NA,514,514,NA,112,"Pattern cycling"
146,0,1.66308e+17,1.66308e+17,NA,366,366,NA,21,21,NA,345,345,NA,103,"Pattern cycling"
146,1,4.98919e+15,4.98919e+15,NA,361,361,NA,8,8,NA,353,353,NA,103,"Pattern cycling"
146,2,8.75053e+14,8.75053e+14,NA,380,380,NA,44,44,NA,336,336,NA,103,"Pattern cycling"
146,3,2466810000,2466810000,NA,388,388,NA,4,4,NA,384,384,NA,103,"Pattern cycling"
147,0,5.28983e+15,5.28983e+15,NA,316,316,NA,1,1,NA,315,315,NA,119,"Pattern cycling"
147,1,1.53888e+16,1.53888e+16,NA,365,365,NA,1,1,NA,364,364,NA,119,"Pattern cycling"
147,2,9.7462e+18,9.7462e+18,NA,428,428,NA,1,1,NA,427,427,NA,119,"Pattern cycling"
147,3,206992000,206992000,NA,341,341,NA,1,1,NA,340,340,NA,119,"Pattern cycling"
148,0,6813820000,6813820000,NA,209,209,NA,12,12,NA,197,197,NA,3,"Pattern cycling"
148,1,1604580000,1604580000,NA,217,217,NA,10,10,NA,207,207,NA,3,"Pattern cycling"
148,2,638451000,638451000,NA,248,248,NA,50,50,NA,198,198,NA,3,"Pattern cycling"
148,3,13865500,13865500,NA,292,292,NA,0,0,NA,292,292,NA,3,"Pattern cycling"
149,0,2.33869e+18,2.33869e+18,NA,376,376,NA,8,8,NA,368,368,NA,153,"Pattern cycling"
149,1,2.20512e+17,2.20512e+17,NA,410,410,NA,20,20,NA,390,390,NA,153,"Pattern cycling"
149,2,9.2722e+19,9.2722e+19,NA,457,457,NA,8,8,NA,449,449,NA,153,"Pattern cycling"
149,3,6.63689e+14,6.63689e+14,NA,606,606,NA,0,0,NA,606,606,NA,153,"Pattern cycling"
150,0,1.05015e+17,1.05015e+17,NA,413,413,NA,72,72,NA,341,341,NA,177,"Pattern cycling"
150,1,1.55548e+24,1.55548e+24,NA,544,544,NA,0,0,NA,544,544,NA,177,"Pattern cycling"
150,2,3.50992e+20,3.50992e+20,NA,494,494,NA,32,32,NA,462,462,NA,177,"Pattern cycling"
150,3,32271300,32271300,NA,331,331,NA,24,24,NA,307,307,NA,177,"Pattern cycling"
151,0,7.43879e+16,7.43879e+16,NA,354,354,NA,16,16,NA,338,338,NA,107,"Pattern cycling"
151,1,2.69903e+15,2.69903e+15,NA,377,377,NA,30,30,NA,347,347,NA,107,"Pattern cycling"
151,2,4.98919e+15,4.98919e+15,NA,442,442,NA,89,89,NA,353,353,NA,107,"Pattern cycling"
151,3,2.2764e+14,2.2764e+14,NA,596,596,NA,9,9,NA,587,587,NA,107,"Pattern cycling"
152,0,9.18127e+21,9.18127e+21,NA,440,440,NA,0,0,NA,440,440,NA,187,"Pattern cycling"
152,1,2.00121e+21,2.00121e+21,NA,479,479,NA,0,0,NA,479,479,NA,187,"Pattern cycling"
152,2,6.83813e+21,6.83813e+21,NA,491,491,NA,0,0,NA,491,491,NA,187,"Pattern cycling"
152,3,2.58095e+16,2.58095e+16,NA,671,671,NA,0,0,NA,671,671,NA,187,"Pattern cycling"
153,0,5.28983e+15,5.28983e+15,NA,329,329,NA,14,14,NA,315,315,NA,30,"Pattern cycling"
153,1,7.47448e+11,7.47448e+11,NA,277,277,NA,10,10,NA,267,267,NA,30,"Pattern cycling"
153,2,6.09032e+11,6.09032e+11,NA,291,291,NA,26,26,NA,265,265,NA,30,"Pattern cycling"
153,3,27788100000,27788100000,NA,439,439,NA,12,12,NA,427,427,NA,30,"Pattern cycling"
154,0,2.06864e+20,2.06864e+20,NA,431,431,NA,24,24,NA,407,407,NA,48,"Set pattern"
154,1,5.23019e+12,5.23019e+12,NA,376,376,NA,90,90,NA,286,286,NA,48,"Set pattern"
154,2,2.42981e+13,2.42981e+13,NA,383,383,NA,82,82,NA,301,301,NA,48,"Set pattern"
154,3,68422400000,68422400000,NA,449,449,NA,6,6,NA,443,443,NA,48,"Set pattern"
155,0,1.06658e+13,1.06658e+13,NA,285,285,NA,24,24,NA,261,261,NA,41,"Pattern cycling"
155,1,1.87851e+12,1.87851e+12,NA,291,291,NA,15,15,NA,276,276,NA,41,"Pattern cycling"
155,2,2.6918e+13,2.6918e+13,NA,308,308,NA,6,6,NA,302,302,NA,41,"Pattern cycling"
155,3,46130400000,46130400000,NA,437,437,NA,1,1,NA,436,436,NA,41,"Pattern cycling"
156,0,5.08838e+25,5.08838e+25,NA,516,516,NA,1,1,NA,515,515,NA,188,"Pattern cycling"
156,1,1.19934e+21,1.19934e+21,NA,479,479,NA,5,5,NA,474,474,NA,188,"Pattern cycling"
156,2,2.10917e+22,2.10917e+22,NA,503,503,NA,1,1,NA,502,502,NA,188,"Pattern cycling"
156,3,1.42547e+20,1.42547e+20,NA,825,825,NA,1,1,NA,824,824,NA,188,"Pattern cycling"
157,0,1.79459e+27,1.79459e+27,NA,553,553,NA,7,7,NA,546,546,NA,200,"Pattern cycling"
157,1,7.18769e+20,7.18769e+20,NA,476,476,NA,7,7,NA,469,469,NA,200,"Pattern cycling"
157,2,4.82358e+28,4.82358e+28,NA,658,658,NA,13,13,NA,645,645,NA,200,"Pattern cycling"
157,3,1.04527e+33,1.04527e+33,NA,1368,1368,NA,18,18,NA,1350,1350,NA,200,"Pattern cycling"
158,0,7.46773e+15,7.46773e+15,NA,349,349,NA,31,31,NA,318,318,NA,115,"Pattern cycling"
158,1,1.62189e+17,1.62189e+17,NA,400,400,NA,13,13,NA,387,387,NA,115,"Pattern cycling"
158,2,3.31245e+15,3.31245e+15,NA,416,416,NA,67,67,NA,349,349,NA,115,"Pattern cycling"
158,3,2.24718e+12,2.24718e+12,NA,572,572,NA,67,67,NA,505,505,NA,115,"Pattern cycling"
159,0,4.25274e+12,4.25274e+12,NA,253,253,NA,0,0,NA,253,253,NA,32,"Pattern cycling"
159,1,4.49153e+13,4.49153e+13,NA,326,326,NA,19,19,NA,307,307,NA,32,"Pattern cycling"
159,2,3.29472e+11,3.29472e+11,NA,259,259,NA,0,0,NA,259,259,NA,32,"Pattern cycling"
159,3,2760920000,2760920000,NA,386,386,NA,0,0,NA,386,386,NA,32,"Pattern cycling"
160,0,1.85121e+19,1.85121e+19,NA,426,426,NA,40,40,NA,386,386,NA,127,"Pattern cycling"
160,1,8.32495e+15,8.32495e+15,NA,412,412,NA,54,54,NA,358,358,NA,127,"Pattern cycling"
160,2,3.86756e+16,3.86756e+16,NA,516,516,NA,143,143,NA,373,373,NA,127,"Pattern cycling"
160,3,3.77901e+14,3.77901e+14,NA,618,618,NA,22,22,NA,596,596,NA,127,"Pattern cycling"
161,0,2.5532e+25,2.5532e+25,NA,604,604,NA,95,95,NA,509,509,NA,196,"Pattern cycling"
161,1,1.63939e+25,1.63939e+25,NA,677,677,NA,110,110,NA,567,567,NA,196,"Pattern cycling"
161,2,8.00554e+24,8.00554e+24,NA,664,664,NA,104,104,NA,560,560,NA,196,"Pattern cycling"
161,3,2.73549e+25,2.73549e+25,NA,1142,1142,NA,102,102,NA,1040,1040,NA,196,"Pattern cycling"
162,0,9.54476e+11,9.54476e+11,NA,248,248,NA,8,8,NA,240,240,NA,37,"Pattern cycling"
162,1,1.25054e+14,1.25054e+14,NA,325,325,NA,8,8,NA,317,317,NA,37,"Pattern cycling"
162,2,8.72708e+12,8.72708e+12,NA,303,303,NA,12,12,NA,291,291,NA,37,"Pattern cycling"
162,3,8.15419e+11,8.15419e+11,NA,491,491,NA,4,4,NA,487,487,NA,37,"Pattern cycling"
163,0,1.19186e+14,1.19186e+14,NA,378,378,NA,96,96,NA,282,282,NA,85,"Pattern cycling"
163,1,2.31785e+16,2.31785e+16,NA,415,415,NA,47,47,NA,368,368,NA,85,"Pattern cycling"
163,2,7.89885e+14,7.89885e+14,NA,399,399,NA,64,64,NA,335,335,NA,85,"Pattern cycling"
163,3,1.44136e+13,1.44136e+13,NA,624,624,NA,86,86,NA,538,538,NA,85,"Pattern cycling"
164,0,9.28884e+18,9.28884e+18,NA,420,420,NA,40,40,NA,380,380,NA,161,"Pattern cycling"
164,1,5.55688e+19,5.55688e+19,NA,567,567,NA,123,123,NA,444,444,NA,161,"Pattern cycling"
164,2,2.57467e+18,2.57467e+18,NA,561,561,NA,147,147,NA,414,414,NA,161,"Pattern cycling"
164,3,4664.48,4664.48,NA,510,510,NA,360,360,NA,150,150,NA,161,"Pattern cycling"
165,0,5.91114e+16,5.91114e+16,NA,367,367,NA,31,31,NA,336,336,NA,136,"Pattern cycling"
165,1,1.32509e+19,1.32509e+19,NA,512,512,NA,82,82,NA,430,430,NA,136,"Pattern cycling"
165,2,1.07681e+17,1.07681e+17,NA,420,420,NA,37,37,NA,383,383,NA,136,"Pattern cycling"
165,3,2.54781e+14,2.54781e+14,NA,594,594,NA,5,5,NA,589,589,NA,136,"Pattern cycling"
166,0,4.1872e+16,4.1872e+16,NA,355,355,NA,22,22,NA,333,333,NA,105,"Pattern cycling"
166,1,4.98919e+15,4.98919e+15,NA,362,362,NA,9,9,NA,353,353,NA,105,"Pattern cycling"
166,2,1.07393e+15,1.07393e+15,NA,400,400,NA,62,62,NA,338,338,NA,105,"Pattern cycling"
166,3,5.9299e+14,5.9299e+14,NA,699,699,NA,95,95,NA,604,604,NA,105,"Pattern cycling"
167,0,3.35324e+14,3.35324e+14,NA,311,311,NA,20,20,NA,291,291,NA,29,"Pattern cycling"
167,1,9.17321e+11,9.17321e+11,NA,284,284,NA,15,15,NA,269,269,NA,29,"Pattern cycling"
167,2,4.04351e+11,4.04351e+11,NA,278,278,NA,17,17,NA,261,261,NA,29,"Pattern cycling"
167,3,10083300000,10083300000,NA,424,424,NA,15,15,NA,409,409,NA,29,"Pattern cycling"
168,0,9.32498e+17,9.32498e+17,NA,428,428,NA,68,68,NA,360,360,NA,54,"Set pattern"
168,1,1.78715e+13,1.78715e+13,NA,403,403,NA,105,105,NA,298,298,NA,54,"Set pattern"
168,2,1.97985e+13,1.97985e+13,NA,402,402,NA,103,103,NA,299,299,NA,54,"Set pattern"
168,3,1.35366e+12,1.35366e+12,NA,496,496,NA,0,0,NA,496,496,NA,54,"Set pattern"
169,0,1.03396e+21,1.03396e+21,NA,457,457,NA,36,36,NA,421,421,NA,49,"Set pattern"
169,1,5.79412e+12,5.79412e+12,NA,400,400,NA,113,113,NA,287,287,NA,49,"Set pattern"
169,2,2.6918e+13,2.6918e+13,NA,406,406,NA,104,104,NA,302,302,NA,49,"Set pattern"
169,3,6.50947e+11,6.50947e+11,NA,488,488,NA,5,5,NA,483,483,NA,49,"Set pattern"
170,0,4.26929e+11,4.26929e+11,NA,247,247,NA,14,14,NA,233,233,NA,14,"Pattern cycling"
170,1,8.7037e+10,8.7037e+10,NA,249,249,NA,3,3,NA,246,246,NA,14,"Pattern cycling"
170,2,96421500000,96421500000,NA,264,264,NA,17,17,NA,247,247,NA,14,"Pattern cycling"
170,3,14955900000,14955900000,NA,416,416,NA,0,0,NA,416,416,NA,14,"Pattern cycling"
171,0,3.34025e+15,3.34025e+15,NA,345,345,NA,34,34,NA,311,311,NA,116,"Pattern cycling"
171,1,9.72008e+16,9.72008e+16,NA,393,393,NA,11,11,NA,382,382,NA,116,"Pattern cycling"
171,2,7.5147e+15,7.5147e+15,NA,372,372,NA,15,15,NA,357,357,NA,116,"Pattern cycling"
171,3,1230870,1230870,NA,321,321,NA,72,72,NA,249,249,NA,116,"Pattern cycling"
172,0,2.29373e+23,2.29373e+23,NA,509,509,NA,41,41,NA,468,468,NA,57,"Set pattern"
172,1,7.11096e+12,7.11096e+12,NA,446,446,NA,157,157,NA,289,289,NA,57,"Set pattern"
172,2,2.6918e+13,2.6918e+13,NA,439,439,NA,137,137,NA,302,302,NA,57,"Set pattern"
172,3,1.70667e+13,1.70667e+13,NA,544,544,NA,3,3,NA,541,541,NA,57,"Set pattern"
173,0,1.30624e+20,1.30624e+20,NA,431,431,NA,28,28,NA,403,403,NA,135,"Pattern cycling"
173,1,4.74654e+16,4.74654e+16,NA,416,416,NA,41,41,NA,375,375,NA,135,"Pattern cycling"
173,2,9.72008e+16,9.72008e+16,NA,414,414,NA,32,32,NA,382,382,NA,135,"Pattern cycling"
173,3,1.93499e+15,1.93499e+15,NA,626,626,NA,1,1,NA,625,625,NA,135,"Pattern cycling"
174,0,67874100000,67874100000,NA,217,217,NA,0,0,NA,217,217,NA,15,"Pattern cycling"
174,1,1.18335e+11,1.18335e+11,NA,254,254,NA,5,5,NA,249,249,NA,15,"Pattern cycling"
174,2,2.68459e+11,2.68459e+11,NA,261,261,NA,4,4,NA,257,257,NA,15,"Pattern cycling"
174,3,206992000,206992000,NA,340,340,NA,0,0,NA,340,340,NA,15,"Pattern cycling"
175,0,1.34223e+13,1.34223e+13,NA,295,295,NA,32,32,NA,263,263,NA,55,"Pattern cycling"
175,1,1.07681e+17,1.07681e+17,NA,456,456,NA,73,73,NA,383,383,NA,55,"Pattern cycling"
175,2,2.42981e+13,2.42981e+13,NA,406,406,NA,105,105,NA,301,301,NA,55,"Pattern cycling"
175,3,1.68476e+11,1.68476e+11,NA,477,477,NA,18,18,NA,459,459,NA,55,"Pattern cycling"
176,0,7.23934e+23,7.23934e+23,NA,628,628,NA,150,150,NA,478,478,NA,191,"Pattern cycling"
176,1,1.635e+23,1.635e+23,NA,744,744,NA,222,222,NA,522,522,NA,191,"Pattern cycling"
176,2,1.33222e+23,1.33222e+23,NA,658,658,NA,138,138,NA,520,520,NA,191,"Pattern cycling"
176,3,9.84408e+14,9.84408e+14,NA,805,805,NA,192,192,NA,613,613,NA,191,"Pattern cycling"
177,0,1.66955e+16,1.66955e+16,NA,325,325,NA,0,0,NA,325,325,NA,87,"Pattern cycling"
177,1,3.1429e+14,3.1429e+14,NA,365,365,NA,39,39,NA,326,326,NA,87,"Pattern cycling"
177,2,7.89885e+14,7.89885e+14,NA,350,350,NA,15,15,NA,335,335,NA,87,"Pattern cycling"
177,3,4583330000,4583330000,NA,395,395,NA,0,0,NA,395,395,NA,87,"Pattern cycling"
178,0,4.20349e+15,4.20349e+15,NA,348,348,NA,35,35,NA,313,313,NA,111,"Pattern cycling"
178,1,1.318e+15,1.318e+15,NA,366,366,NA,26,26,NA,340,340,NA,111,"Pattern cycling"
178,2,9.24735e+17,9.24735e+17,NA,448,448,NA,44,44,NA,404,404,NA,111,"Pattern cycling"
178,3,5.04054e+15,5.04054e+15,NA,676,676,NA,34,34,NA,642,642,NA,111,"Pattern cycling"
179,0,2.09288e+17,2.09288e+17,NA,381,381,NA,34,34,NA,347,347,NA,145,"Pattern cycling"
179,1,6.80153e+17,6.80153e+17,NA,426,426,NA,25,25,NA,401,401,NA,145,"Pattern cycling"
179,2,8.79762e+18,8.79762e+18,NA,462,462,NA,36,36,NA,426,426,NA,145,"Pattern cycling"
179,3,3.61852e+16,3.61852e+16,NA,677,677,NA,0,0,NA,677,677,NA,145,"Pattern cycling"
180,0,2.92033e+20,2.92033e+20,NA,448,448,NA,38,38,NA,410,410,NA,173,"Pattern cycling"
180,1,6.8198e+19,6.8198e+19,NA,509,509,NA,63,63,NA,446,446,NA,173,"Pattern cycling"
180,2,1.71398e+20,1.71398e+20,NA,549,549,NA,94,94,NA,455,455,NA,173,"Pattern cycling"
180,3,61.0217,61.0217,NA,73,73,NA,0,0,NA,73,73,NA,173,"Pattern cycling"
181,0,2.88651e+23,2.88651e+23,NA,480,480,NA,10,10,NA,470,470,NA,192,"Pattern cycling"
181,1,5.58678e+23,5.58678e+23,NA,539,539,NA,5,5,NA,534,534,NA,192,"Pattern cycling"
181,2,6.18916e+23,6.18916e+23,NA,565,565,NA,30,30,NA,535,535,NA,192,"Pattern cycling"
181,3,11710100,11710100,NA,289,289,NA,0,0,NA,289,289,NA,192,"Pattern cycling"
182,0,1.06245e+14,1.06245e+14,NA,285,285,NA,4,4,NA,281,281,NA,31,"Reactive meandering"
182,1,1.38167e+12,1.38167e+12,NA,277,277,NA,4,4,NA,273,273,NA,31,"Reactive meandering"
182,2,1.24719e+12,1.24719e+12,NA,276,276,NA,4,4,NA,272,272,NA,31,"Reactive meandering"
182,3,406872000,406872000,NA,356,356,NA,4,4,NA,352,352,NA,31,"Reactive meandering"
183,0,1.20582e+11,1.20582e+11,NA,234,234,NA,12,12,NA,222,222,NA,61,"Pattern cycling"
183,1,8.30265e+13,8.30265e+13,NA,335,335,NA,22,22,NA,313,313,NA,61,"Pattern cycling"
183,2,4.27309e+14,4.27309e+14,NA,343,343,NA,14,14,NA,329,329,NA,61,"Pattern cycling"
183,3,2760920000,2760920000,NA,400,400,NA,14,14,NA,386,386,NA,61,"Pattern cycling"
184,0,1.8729e+16,1.8729e+16,NA,387,387,NA,61,61,NA,326,326,NA,63,"Pattern cycling"
184,1,1.12883e+14,1.12883e+14,NA,325,325,NA,9,9,NA,316,316,NA,63,"Pattern cycling"
184,2,1.18653e+13,1.18653e+13,NA,354,354,NA,60,60,NA,294,294,NA,63,"Pattern cycling"
184,3,81016700000,81016700000,NA,455,455,NA,9,9,NA,446,446,NA,63,"Pattern cycling"
185,0,1.18724e+15,1.18724e+15,NA,345,345,NA,43,43,NA,302,302,NA,91,"Pattern cycling"
185,1,5.24424e+14,5.24424e+14,NA,349,349,NA,18,18,NA,331,331,NA,91,"Pattern cycling"
185,2,5.25833e+16,5.25833e+16,NA,410,410,NA,34,34,NA,376,376,NA,91,"Pattern cycling"
185,3,7.42817e+14,7.42817e+14,NA,621,621,NA,13,13,NA,608,608,NA,91,"Pattern cycling"
186,0,1.1554e+22,1.1554e+22,NA,493,493,NA,51,51,NA,442,442,NA,131,"Set pattern"
186,1,6.4534e+16,6.4534e+16,NA,470,470,NA,92,92,NA,378,378,NA,131,"Set pattern"
186,2,1.53475e+14,1.53475e+14,NA,434,434,NA,115,115,NA,319,319,NA,131,"Set pattern"
186,3,1.61321e+13,1.61321e+13,NA,540,540,NA,0,0,NA,540,540,NA,131,"Set pattern"
187,0,6.02702e+11,6.02702e+11,NA,248,248,NA,12,12,NA,236,236,NA,23,"Pattern cycling"
187,1,1.18335e+11,1.18335e+11,NA,262,262,NA,13,13,NA,249,249,NA,23,"Pattern cycling"
187,2,5.51233e+13,5.51233e+13,NA,319,319,NA,10,10,NA,309,309,NA,23,"Pattern cycling"
187,3,570440000,570440000,NA,359,359,NA,1,1,NA,358,358,NA,23,"Pattern cycling"
188,0,1.01803e+25,1.01803e+25,NA,506,506,NA,5,5,NA,501,501,NA,144,"Pattern cycling"
188,1,7.53489e+17,7.53489e+17,NA,419,419,NA,17,17,NA,402,402,NA,144,"Pattern cycling"
